subject_ID,list_of_trr_id,gender,race,age,pb,subcats,age_band
28454.0,"79533,",FEMALE,BLACK,35.0,0.0,"4.2, 5.1",30-39
28455.0,"79534,79535,",MALE,BLACK,43.0,0.0,"2.0, 6.0",40-49
28456.0,"79537,",MALE,BLACK,22.0,0.0,3.3,20-29
28457.0,"79551,79552,",MALE,BLACK,28.0,0.0,"4.2, 4.1, 3.3",20-29
28458.0,"79553,79554,",MALE,HISPANIC,21.0,1.0,"4.2, 5.2, 5.1",20-29
28459.0,"79555,",MALE,BLACK,29.0,1.0,"4.2, 3.3, 5.1",20-29
28460.0,"79556,",MALE,BLACK,21.0,0.0,"2.0, 4.2",20-29
28461.0,"79557,79558,",MALE,BLACK,27.0,0.0,4.2,20-29
28462.0,"79559,79561,",MALE,BLACK,56.0,0.0,"4.2, 5.1",50-59
28463.0,"79560,",MALE,BLACK,20.0,1.0,"4.2, 4.1, 3.3, 5.3",20-29
28464.0,"79562,",MALE,BLACK,59.0,0.0,"3.1, 2.0, 3.3",50-59
28465.0,"79563,",MALE,BLACK,32.0,0.0,"4.2, 3.3",30-39
28466.0,"79569,79570,",MALE,BLACK,28.0,0.0,"4.2, 3.3",20-29
28467.0,"79578,79579,",MALE,BLACK,34.0,0.0,4.2,30-39
28468.0,"79580,",MALE,HISPANIC,23.0,0.0,"4.2, 4.1",20-29
28469.0,"79584,79585,79589,79590,",MALE,BLACK,26.0,0.0,,20-29
28470.0,"79586,79587,",MALE,BLACK,23.0,0.0,,20-29
28471.0,"79588,",MALE,BLACK,19.0,0.0,3.3,<20
28472.0,"79591,",MALE,BLACK,28.0,1.0,"2.0, 3.3",20-29
28473.0,"79592,",FEMALE,BLACK,23.0,1.0,5.3,20-29
28474.0,"79593,79594,",MALE,BLACK,36.0,1.0,"4.2, 5.3",30-39
28475.0,"79595,",MALE,BLACK,19.0,0.0,"4.2, 3.3",<20
28476.0,"79596,",MALE,BLACK,36.0,0.0,"4.2, 3.3, 5.2",30-39
28477.0,"79597,",MALE,HISPANIC,21.0,0.0,"2.0, 4.2, 3.3",20-29
28478.0,"79599,",FEMALE,BLACK,21.0,0.0,"4.2, 5.2, 5.1",20-29
28479.0,"79601,",MALE,BLACK,29.0,0.0,4.2,20-29
28480.0,"79604,",MALE,BLACK,21.0,0.0,"3.1, 4.2, 3.3",20-29
28481.0,"79605,",MALE,HISPANIC,20.0,0.0,"4.2, 3.3",20-29
28482.0,"79606,",FEMALE,BLACK,43.0,0.0,"2.0, 4.2",40-49
28483.0,"79607,79608,",MALE,WHITE,52.0,0.0,"3.1, 4.2, 5.1",50-59
28484.0,"79609,79610,",MALE,BLACK,29.0,0.0,"4.2, 3.3",20-29
28485.0,"79611,",MALE,WHITE,42.0,0.0,"2.0, 3.3",40-49
28486.0,"79612,",MALE,BLACK,25.0,0.0,"4.2, 3.3, 5.3",20-29
28487.0,"79615,",MALE,WHITE,32.0,0.0,"2.0, 4.2, 3.3",30-39
28488.0,"79616,",MALE,BLACK,23.0,0.0,2.0,20-29
28489.0,"79617,",MALE,BLACK,22.0,0.0,"4.2, 3.3",20-29
28490.0,"79619,",MALE,BLACK,28.0,0.0,4.2,20-29
28491.0,"79622,79623,79624,79625,",MALE,BLACK,22.0,0.0,"4.2, 3.3",20-29
28492.0,"79628,",MALE,WHITE,23.0,0.0,"4.2, 3.3",20-29
28493.0,"79629,",MALE,WHITE,36.0,1.0,5.3,30-39
28494.0,"79630,79631,79632,",MALE,BLACK,58.0,1.0,"5.3, 4.2",50-59
28495.0,"79633,",FEMALE,WHITE,24.0,0.0,"2.0, 3.3",20-29
28496.0,"79634,",MALE,WHITE,25.0,0.0,4.2,20-29
28498.0,"79642,",MALE,BLACK,34.0,0.0,"4.2, 4.1",30-39
28499.0,"79643,79644,",MALE,BLACK,30.0,0.0,4.2,30-39
28500.0,"79645,79647,79648,79649,",MALE,WHITE,22.0,0.0,5.3,20-29
28501.0,"79646,",MALE,BLACK,26.0,0.0,,20-29
28502.0,"79651,",MALE,BLACK,28.0,0.0,"4.2, 3.3",20-29
28503.0,"79652,79658,",MALE,HISPANIC,24.0,0.0,4.2,20-29
28504.0,"79659,",MALE,BLACK,28.0,0.0,5.1,20-29
28505.0,"79666,",MALE,HISPANIC,24.0,0.0,"2.0, 4.2, 3.3",20-29
28506.0,"79670,",MALE,HISPANIC,43.0,0.0,,40-49
28507.0,"79672,",MALE,BLACK,33.0,0.0,"4.2, 3.3, 5.1",30-39
28508.0,"79673,",MALE,HISPANIC,24.0,0.0,2.0,20-29
28509.0,"79674,",MALE,WHITE,55.0,0.0,"2.0, 5.3",50-59
28510.0,"79675,",MALE,HISPANIC,48.0,0.0,"4.2, 3.3, 5.1",40-49
28511.0,"79676,79677,",MALE,BLACK,29.0,0.0,2.0,20-29
28512.0,"79678,79679,",MALE,HISPANIC,55.0,1.0,"4.2, 3.3, 5.3",50-59
28513.0,"79680,",MALE,BLACK,39.0,1.0,"2.0, 4.2, 3.3",30-39
28514.0,"79683,79684,79685,",MALE,HISPANIC,18.0,0.0,"4.2, 3.3, 5.1",<20
28515.0,"79686,79687,",FEMALE,BLACK,30.0,1.0,"4.2, 3.3, 5.3",30-39
28516.0,"79690,79691,",MALE,BLACK,29.0,0.0,"4.2, 5.1",20-29
28517.0,"79692,",MALE,BLACK,21.0,0.0,4.2,20-29
28518.0,"79698,",MALE,BLACK,26.0,1.0,"4.2, 5.3",20-29
28519.0,"79701,",MALE,BLACK,22.0,0.0,4.2,20-29
28520.0,"79702,79706,",MALE,BLACK,21.0,0.0,,20-29
28521.0,"79703,79704,79705,",MALE,BLACK,30.0,0.0,3.3,30-39
28522.0,"79708,79710,",FEMALE,WHITE,55.0,0.0,3.3,50-59
28523.0,"79711,79712,79713,",MALE,BLACK,18.0,0.0,2.0,<20
28524.0,"79714,",MALE,BLACK,24.0,0.0,,20-29
28525.0,"79715,",MALE,BLACK,21.0,0.0,,20-29
28526.0,"79716,79717,",MALE,HISPANIC,24.0,0.0,"2.0, 6.0",20-29
28527.0,"79718,",MALE,BLACK,52.0,0.0,"3.3, 5.2, 2.0, 4.2, 5.1",50-59
28528.0,"79719,79720,79721,",MALE,BLACK,22.0,0.0,"3.3, 5.2, 4.1, 4.2, 5.1",20-29
28529.0,"79722,",FEMALE,BLACK,24.0,0.0,,20-29
28530.0,"79723,79724,",MALE,BLACK,22.0,1.0,"2.0, 4.2, 3.3",20-29
28531.0,"79726,79730,",MALE,BLACK,57.0,0.0,4.2,50-59
28532.0,"79727,79729,",FEMALE,BLACK,19.0,0.0,"4.2, 3.3",<20
28533.0,"79728,79731,79733,",MALE,BLACK,41.0,0.0,"4.2, 5.3",40-49
28534.0,"79732,",MALE,BLACK,24.0,1.0,"4.2, 3.3",20-29
28535.0,"79737,",MALE,BLACK,28.0,0.0,"4.2, 3.3",20-29
28536.0,"79743,",MALE,BLACK,20.0,0.0,"4.2, 3.3",20-29
28537.0,"79746,79749,79750,79751,",MALE,BLACK,26.0,0.0,5.3,20-29
28538.0,"79752,",MALE,WHITE,20.0,0.0,"4.2, 3.3",20-29
28539.0,"79753,",MALE,WHITE,40.0,0.0,"4.2, 3.3",40-49
28540.0,"79754,",MALE,BLACK,21.0,0.0,"2.0, 3.3",20-29
28541.0,"79755,",MALE,BLACK,26.0,1.0,"4.2, 3.3",20-29
28542.0,"79757,79758,79759,",MALE,BLACK,25.0,0.0,"4.2, 5.2",20-29
28543.0,"79760,79761,",MALE,BLACK,23.0,0.0,"4.2, 3.3, 5.3",20-29
28544.0,"79762,",MALE,BLACK,50.0,0.0,4.2,50-59
28545.0,"79764,",MALE,BLACK,23.0,0.0,4.2,20-29
28546.0,"79765,",MALE,BLACK,19.0,0.0,"4.2, 3.3",<20
28547.0,"79769,",MALE,BLACK,97.0,0.0,"4.2, 3.3",70+
28548.0,"79771,79772,",MALE,WHITE,24.0,0.0,"4.2, 3.3",20-29
28549.0,"79773,",MALE,BLACK,22.0,1.0,3.3,20-29
28550.0,"79774,79776,",MALE,BLACK,50.0,0.0,"4.2, 3.3",50-59
28551.0,"79775,",MALE,HISPANIC,31.0,1.0,"4.2, 3.3",30-39
28552.0,"79777,79779,",MALE,BLACK,23.0,0.0,"4.2, 5.1",20-29
28553.0,"79778,",MALE,HISPANIC,28.0,0.0,"2.0, 5.1",20-29
28554.0,"79780,",MALE,BLACK,30.0,0.0,3.3,30-39
28555.0,"79781,",MALE,BLACK,18.0,0.0,2.0,<20
28556.0,"79783,79784,79785,",MALE,BLACK,47.0,0.0,3.3,40-49
28557.0,"79786,",MALE,BLACK,31.0,1.0,"4.2, 3.3",30-39
28558.0,"79788,",MALE,HISPANIC,21.0,1.0,"2.0, 4.2, 3.3",20-29
28559.0,"79789,",MALE,HISPANIC,20.0,1.0,"4.2, 3.3",20-29
28560.0,"79790,",MALE,WHITE,40.0,0.0,"4.2, 3.3",40-49
28561.0,"79791,",MALE,WHITE,21.0,0.0,"4.2, 3.3",20-29
28562.0,"79792,",MALE,WHITE,24.0,0.0,"4.2, 5.2",20-29
28563.0,"79793,79794,",FEMALE,BLACK,27.0,0.0,"4.2, 3.3",20-29
28564.0,"79795,79796,",MALE,BLACK,30.0,0.0,"4.2, 3.3, 5.1",30-39
28565.0,"79797,79798,",MALE,BLACK,29.0,0.0,"4.2, 3.3",20-29
28566.0,"79799,79800,",MALE,HISPANIC,29.0,0.0,4.2,20-29
28567.0,"79801,",MALE,BLACK,19.0,0.0,5.3,<20
28568.0,"79802,",MALE,BLACK,37.0,1.0,"4.2, 3.3",30-39
28569.0,"79803,",MALE,HISPANIC,19.0,0.0,4.2,<20
28570.0,"79804,",MALE,BLACK,24.0,0.0,5.3,20-29
28571.0,"79805,79806,",MALE,BLACK,49.0,0.0,"4.2, 3.3",40-49
28572.0,"79807,79808,",MALE,BLACK,39.0,0.0,5.3,30-39
28573.0,"79809,",MALE,HISPANIC,35.0,0.0,"4.2, 3.3",30-39
28574.0,"79810,",MALE,BLACK,27.0,0.0,"4.2, 5.1",20-29
28575.0,"79811,79812,",MALE,HISPANIC,20.0,0.0,"4.2, 3.3",20-29
28576.0,"79813,",MALE,BLACK,18.0,0.0,2.0,<20
28577.0,"79814,79815,",MALE,BLACK,30.0,0.0,2.0,30-39
28578.0,"79816,79818,",MALE,BLACK,18.0,0.0,"2.0, 4.2",<20
28579.0,"79817,",MALE,BLACK,19.0,0.0,"4.2, 3.3, 5.3",<20
28580.0,"79819,",MALE,BLACK,21.0,0.0,"5.3, 5.1",20-29
28581.0,"79822,79823,79824,",MALE,HISPANIC,22.0,0.0,"4.2, 3.3, 5.1",20-29
28582.0,"79825,79826,79827,",MALE,WHITE,31.0,1.0,3.3,30-39
28583.0,"79828,",MALE,BLACK,51.0,0.0,"4.2, 3.3",50-59
28584.0,"79829,",MALE,HISPANIC,30.0,1.0,"4.2, 3.3",30-39
28585.0,"79833,79834,79835,",MALE,BLACK,45.0,0.0,"4.2, 3.3",40-49
28586.0,"79836,79838,",MALE,BLACK,49.0,0.0,3.3,40-49
28587.0,"79842,79843,",MALE,BLACK,45.0,0.0,"4.2, 3.3, 5.3",40-49
28588.0,"79844,",MALE,BLACK,23.0,1.0,"3.1, 4.2, 3.3",20-29
28589.0,"79845,",MALE,BLACK,27.0,0.0,"4.2, 3.3",20-29
28590.0,"79847,",MALE,BLACK,48.0,0.0,"4.2, 3.3",40-49
28591.0,"79849,",MALE,BLACK,35.0,0.0,5.3,30-39
28592.0,"79850,",MALE,BLACK,21.0,0.0,4.2,20-29
28593.0,"79851,",MALE,ASIAN/PACIFIC ISLANDER,19.0,0.0,"4.2, 3.3, 5.1",<20
28594.0,"79852,79853,",MALE,BLACK,42.0,0.0,4.2,40-49
28595.0,"79854,79855,",MALE,BLACK,35.0,1.0,"4.2, 3.3",30-39
28596.0,"79861,79862,",MALE,BLACK,20.0,0.0,3.3,20-29
28597.0,"79863,",MALE,WHITE,54.0,0.0,"4.2, 5.1",50-59
28598.0,"79864,",MALE,BLACK,25.0,1.0,"4.2, 4.1",20-29
28599.0,"79865,79867,",FEMALE,BLACK,28.0,0.0,"2.0, 4.2, 3.3, 5.1",20-29
28600.0,"79875,79877,",MALE,BLACK,32.0,0.0,3.3,30-39
28601.0,"79876,79878,",MALE,BLACK,28.0,0.0,"3.3, 5.2, 2.0, 4.2, 5.1",20-29
28602.0,"79879,",MALE,BLACK,18.0,0.0,"4.2, 3.3",<20
28603.0,"79880,79885,",MALE,HISPANIC,40.0,0.0,"4.2, 3.3",40-49
28604.0,"79881,79882,",MALE,BLACK,23.0,0.0,5.3,20-29
28605.0,"79883,",MALE,BLACK,45.0,0.0,"4.2, 3.3",40-49
28606.0,"79884,",MALE,BLACK,18.0,0.0,"4.2, 3.3",<20
28607.0,"79886,",MALE,BLACK,39.0,0.0,"4.2, 3.3",30-39
28608.0,"79887,",MALE,BLACK,37.0,0.0,"5.3, 4.2",30-39
28609.0,"79888,79889,",MALE,BLACK,51.0,0.0,"5.3, 4.2, 3.3, 5.1",50-59
28610.0,"79890,79891,",MALE,BLACK,37.0,1.0,"4.2, 3.3, 5.1",30-39
28611.0,"79892,79893,",MALE,BLACK,41.0,0.0,4.2,40-49
28612.0,"79894,",FEMALE,BLACK,43.0,1.0,"3.3, 5.3, 4.1, 4.2",40-49
28613.0,"79895,",MALE,BLACK,26.0,0.0,"4.2, 4.1, 3.3",20-29
28614.0,"79896,",MALE,BLACK,51.0,0.0,,50-59
28615.0,"79897,",MALE,BLACK,55.0,0.0,3.3,50-59
28616.0,"79898,79899,",MALE,BLACK,18.0,0.0,"4.2, 5.1",<20
28617.0,"79900,79902,",MALE,BLACK,42.0,1.0,"4.2, 3.3, 5.3",40-49
28618.0,"79901,",MALE,BLACK,44.0,0.0,,40-49
28619.0,"79903,",FEMALE,BLACK,31.0,0.0,"4.2, 3.3",30-39
28620.0,"79904,79905,79906,",MALE,BLACK,32.0,1.0,"2.0, 4.2, 3.3",30-39
28621.0,"79907,",MALE,HISPANIC,31.0,1.0,"2.0, 4.2, 6.0",30-39
28622.0,"79910,",MALE,HISPANIC,21.0,0.0,5.3,20-29
28623.0,"79911,79912,",MALE,BLACK,22.0,0.0,"4.2, 3.3",20-29
28624.0,"79917,",MALE,BLACK,50.0,0.0,"4.2, 3.3",50-59
28625.0,"79918,",FEMALE,BLACK,43.0,0.0,"2.0, 4.2, 3.3",40-49
28626.0,"79919,",MALE,HISPANIC,43.0,0.0,"4.2, 3.3",40-49
28627.0,"79920,79921,",MALE,BLACK,59.0,0.0,"4.2, 5.2",50-59
28628.0,"79922,79923,79926,",MALE,BLACK,23.0,0.0,"4.2, 3.3",20-29
28629.0,"79925,79927,",MALE,HISPANIC,19.0,0.0,"2.0, 4.2",<20
28630.0,"79931,79932,79933,",MALE,BLACK,23.0,1.0,5.3,20-29
28631.0,"79934,79935,79936,",MALE,HISPANIC,29.0,0.0,"4.2, 3.3",20-29
28632.0,"79937,",FEMALE,BLACK,21.0,0.0,"5.3, 3.3",20-29
28633.0,"79938,",MALE,BLACK,18.0,0.0,"2.0, 4.2",<20
28634.0,"79939,79940,79941,",MALE,BLACK,25.0,0.0,4.2,20-29
28635.0,"79942,",MALE,BLACK,58.0,1.0,"3.3, 5.2, 5.3, 4.2, 5.1",50-59
28636.0,"79943,",MALE,BLACK,25.0,0.0,"4.2, 5.3",20-29
28637.0,"79946,79948,79949,",MALE,BLACK,31.0,0.0,"2.0, 4.2, 3.3",30-39
28638.0,"79951,79952,",MALE,HISPANIC,31.0,0.0,4.2,30-39
28639.0,"79953,",MALE,BLACK,30.0,1.0,5.1,30-39
28640.0,"79954,79955,79956,79957,",MALE,BLACK,27.0,0.0,"4.2, 3.3",20-29
28641.0,"79958,",MALE,BLACK,24.0,0.0,,20-29
28642.0,"79960,",MALE,HISPANIC,31.0,0.0,"4.2, 3.3, 5.1",30-39
28643.0,"79961,",MALE,BLACK,26.0,0.0,"4.2, 3.3, 5.1",20-29
28644.0,"79962,",MALE,BLACK,29.0,0.0,"4.2, 3.3",20-29
28645.0,"79963,",MALE,BLACK,50.0,0.0,"2.0, 4.2, 3.3",50-59
28646.0,"79964,",MALE,HISPANIC,18.0,1.0,"4.2, 3.3, 5.1",<20
28647.0,"79965,",MALE,BLACK,20.0,0.0,"4.2, 5.3",20-29
28648.0,"79966,79967,",FEMALE,HISPANIC,28.0,0.0,"4.2, 3.3, 5.3",20-29
28649.0,"79968,",FEMALE,BLACK,25.0,0.0,"4.2, 5.1",20-29
28650.0,"79969,79970,79971,",MALE,BLACK,22.0,1.0,"4.2, 3.3, 5.3",20-29
28651.0,"79974,",MALE,BLACK,24.0,0.0,2.0,20-29
28652.0,"79975,79976,",MALE,BLACK,19.0,0.0,4.2,<20
28653.0,"79977,",FEMALE,BLACK,64.0,0.0,3.3,60-69
28654.0,"79978,79979,",MALE,BLACK,32.0,0.0,"4.2, 3.3",30-39
28655.0,"79980,79981,",MALE,BLACK,36.0,0.0,5.3,30-39
28656.0,"79985,79991,",MALE,BLACK,28.0,0.0,"3.3, 5.2",20-29
28657.0,"79986,",MALE,BLACK,44.0,0.0,4.2,40-49
28658.0,"79987,79988,",MALE,BLACK,48.0,0.0,,40-49
28659.0,"79989,79990,",FEMALE,BLACK,41.0,0.0,4.2,40-49
28660.0,"79992,79994,",MALE,BLACK,26.0,0.0,,20-29
28661.0,"79993,",MALE,BLACK,25.0,0.0,"4.2, 3.3",20-29
28662.0,"79995,",MALE,BLACK,26.0,0.0,,20-29
28663.0,"79996,79997,",MALE,HISPANIC,21.0,0.0,"5.3, 4.2, 3.3",20-29
28664.0,"79998,",MALE,BLACK,24.0,0.0,"4.2, 3.3",20-29
28665.0,"79999,",MALE,BLACK,46.0,0.0,"4.2, 3.3",40-49
28666.0,"80000,",MALE,BLACK,21.0,0.0,"4.2, 3.3",20-29
28667.0,"80001,",FEMALE,HISPANIC,25.0,0.0,"4.2, 3.3, 5.1",20-29
28668.0,"80002,",MALE,BLACK,22.0,0.0,4.2,20-29
28669.0,"80003,",FEMALE,BLACK,22.0,0.0,"4.2, 3.3",20-29
28670.0,"80008,80009,",MALE,HISPANIC,20.0,1.0,"5.3, 4.2",20-29
28671.0,"80013,80014,",FEMALE,BLACK,30.0,0.0,"4.2, 3.3",30-39
28672.0,"80016,",MALE,BLACK,30.0,0.0,"4.2, 3.3",30-39
28673.0,"80021,80022,",MALE,BLACK,24.0,1.0,4.2,20-29
28674.0,"80024,",MALE,BLACK,18.0,0.0,5.1,<20
28675.0,"80025,",FEMALE,BLACK,39.0,0.0,"4.2, 5.3",30-39
28676.0,"80026,80027,80028,",MALE,BLACK,20.0,1.0,"4.2, 3.3",20-29
28677.0,"80030,80031,",MALE,HISPANIC,23.0,0.0,3.3,20-29
28678.0,"80032,",MALE,BLACK,20.0,0.0,"4.2, 3.3",20-29
28679.0,"80037,",MALE,BLACK,31.0,0.0,"2.0, 4.2, 3.3",30-39
28680.0,"80040,80041,",MALE,HISPANIC,44.0,1.0,4.2,40-49
28681.0,"80048,80049,80051,80053,",MALE,BLACK,25.0,1.0,5.3,20-29
28682.0,"80056,80057,",MALE,BLACK,23.0,0.0,2.0,20-29
28683.0,"80058,",MALE,BLACK,18.0,0.0,4.2,<20
28684.0,"80060,",FEMALE,BLACK,20.0,0.0,"4.2, 5.2, 5.1",20-29
28685.0,"80062,",MALE,BLACK,29.0,0.0,2.0,20-29
28686.0,"80063,",FEMALE,WHITE,28.0,0.0,4.2,20-29
28687.0,"80064,80065,",MALE,BLACK,33.0,0.0,4.2,30-39
28688.0,"80066,",MALE,WHITE,24.0,0.0,"4.2, 3.3",20-29
28689.0,"80067,",MALE,HISPANIC,21.0,0.0,"4.2, 5.3",20-29
28690.0,"80072,80073,",MALE,BLACK,22.0,1.0,"5.3, 3.3",20-29
28691.0,"80074,80075,",MALE,WHITE,51.0,0.0,2.0,50-59
28692.0,"80076,",MALE,HISPANIC,32.0,1.0,4.2,30-39
28693.0,"80077,80078,",MALE,WHITE,18.0,0.0,"2.0, 4.2, 3.3, 5.2",<20
28694.0,"80079,",MALE,BLACK,31.0,0.0,4.2,30-39
28695.0,"80080,",MALE,BLACK,31.0,0.0,"5.3, 3.3",30-39
28696.0,"80081,80082,",FEMALE,WHITE,51.0,0.0,"4.2, 4.1, 5.1",50-59
28697.0,"80083,80084,",MALE,BLACK,39.0,0.0,2.0,30-39
28698.0,"80085,80086,",MALE,BLACK,31.0,0.0,2.0,30-39
28699.0,"80087,",FEMALE,BLACK,23.0,0.0,2.0,20-29
28700.0,"80089,",FEMALE,BLACK,47.0,0.0,4.2,40-49
28701.0,"80092,80093,80094,",FEMALE,BLACK,40.0,0.0,"4.2, 3.3",40-49
28702.0,"80095,",MALE,BLACK,19.0,0.0,"4.2, 3.3",<20
28703.0,"80096,",MALE,BLACK,32.0,0.0,5.1,30-39
28705.0,"80098,",FEMALE,BLACK,53.0,0.0,"4.2, 3.3",50-59
28706.0,"80099,",MALE,BLACK,28.0,0.0,"2.0, 3.3",20-29
28707.0,"80100,",MALE,BLACK,28.0,0.0,4.2,20-29
28708.0,"80101,",MALE,BLACK,29.0,0.0,"2.0, 3.3",20-29
28709.0,"80104,",MALE,BLACK,41.0,1.0,"4.2, 4.1, 3.3",40-49
28710.0,"80108,80109,",MALE,WHITE,33.0,1.0,4.2,30-39
28711.0,"80110,80111,",MALE,BLACK,46.0,1.0,5.3,40-49
28712.0,"80112,",MALE,BLACK,55.0,0.0,"4.2, 3.3",50-59
28713.0,"80113,80115,",MALE,BLACK,21.0,0.0,"4.2, 5.3",20-29
28714.0,"80114,80116,",MALE,BLACK,33.0,0.0,3.3,30-39
28715.0,"80117,",MALE,HISPANIC,23.0,1.0,3.3,20-29
28716.0,"80118,",MALE,BLACK,25.0,0.0,4.2,20-29
28717.0,"80119,80120,80121,",MALE,BLACK,19.0,1.0,5.3,<20
28718.0,"80122,",MALE,BLACK,18.0,0.0,"2.0, 4.2, 3.3",<20
28719.0,"80125,",MALE,BLACK,22.0,0.0,"4.2, 3.3, 5.1",20-29
28720.0,"80127,",FEMALE,BLACK,25.0,0.0,"4.2, 3.3, 5.2, 5.1",20-29
28721.0,"80128,",MALE,BLACK,30.0,0.0,"2.0, 4.2, 3.3",30-39
28722.0,"80129,80131,",MALE,WHITE,39.0,0.0,"4.2, 4.1, 3.3, 5.1",30-39
28723.0,"80132,80133,",FEMALE,BLACK,26.0,1.0,"5.1, 4.2, 3.3, 5.3",20-29
28724.0,"80134,",MALE,BLACK,32.0,0.0,"4.2, 3.3, 5.1",30-39
28725.0,"80136,",MALE,BLACK,20.0,0.0,5.2,20-29
28726.0,"80137,",MALE,BLACK,22.0,0.0,"3.1, 5.3, 4.2, 5.1",20-29
28727.0,"80138,80139,",MALE,BLACK,52.0,1.0,3.3,50-59
28728.0,"80140,",MALE,BLACK,22.0,0.0,"4.2, 6.0, 5.1",20-29
28729.0,"80147,",MALE,BLACK,43.0,0.0,"4.2, 3.3",40-49
28730.0,"80148,",MALE,BLACK,25.0,0.0,2.0,20-29
28731.0,"80149,80150,80152,80153,",MALE,BLACK,28.0,0.0,4.2,20-29
28732.0,"80151,",MALE,BLACK,26.0,0.0,3.3,20-29
28733.0,"80154,",FEMALE,BLACK,36.0,0.0,"3.1, 4.2, 3.3, 5.1",30-39
28734.0,"80156,",MALE,BLACK,21.0,0.0,"4.2, 5.2",20-29
28735.0,"80159,",MALE,BLACK,31.0,0.0,4.2,30-39
28736.0,"80160,80161,",FEMALE,HISPANIC,21.0,0.0,"4.2, 5.3",20-29
28737.0,"80162,80163,80164,",MALE,WHITE,36.0,0.0,4.2,30-39
28738.0,"80165,",MALE,BLACK,56.0,0.0,5.3,50-59
28739.0,"80166,",MALE,BLACK,27.0,0.0,"4.2, 3.3",20-29
28740.0,"80167,",MALE,WHITE,28.0,0.0,"2.0, 3.3",20-29
28741.0,"80168,",FEMALE,BLACK,37.0,1.0,"4.2, 3.3",30-39
28742.0,"80173,80174,80177,80178,80179,80180,80182,80184,",FEMALE,BLACK,30.0,1.0,5.3,30-39
28743.0,"80176,",MALE,BLACK,29.0,1.0,5.3,20-29
28744.0,"80185,",MALE,BLACK,38.0,0.0,"2.0, 4.2",30-39
28745.0,"80186,",MALE,BLACK,21.0,0.0,4.2,20-29
28746.0,"80188,",MALE,BLACK,33.0,0.0,"4.2, 5.2",30-39
28747.0,"80191,80192,80193,80194,",MALE,HISPANIC,35.0,0.0,"4.2, 3.3",30-39
28748.0,"80195,",FEMALE,HISPANIC,22.0,0.0,3.3,20-29
28749.0,"80196,",MALE,BLACK,22.0,0.0,"4.2, 3.3",20-29
28750.0,"80197,",MALE,BLACK,25.0,0.0,3.3,20-29
28751.0,"80200,80201,",MALE,BLACK,28.0,0.0,"4.2, 3.3",20-29
28752.0,"80202,",MALE,WHITE,44.0,0.0,"4.2, 3.3",40-49
28753.0,"80203,80204,",MALE,BLACK,33.0,0.0,"4.2, 5.1",30-39
28754.0,"80205,80206,",MALE,HISPANIC,24.0,0.0,4.2,20-29
28755.0,"80207,",MALE,BLACK,19.0,1.0,"4.2, 3.3, 5.1",<20
28756.0,"80208,",MALE,BLACK,19.0,0.0,2.0,<20
28757.0,"80209,",MALE,WHITE,26.0,0.0,"4.2, 3.3",20-29
28758.0,"80210,",MALE,BLACK,36.0,0.0,"3.3, 5.2, 5.3, 4.2, 5.1",30-39
28759.0,"80211,",FEMALE,BLACK,33.0,1.0,4.2,30-39
28760.0,"80212,",FEMALE,BLACK,21.0,0.0,4.2,20-29
28761.0,"80213,",MALE,HISPANIC,21.0,0.0,,20-29
28762.0,"80214,80215,",MALE,HISPANIC,26.0,0.0,"2.0, 3.3",20-29
28763.0,"80216,",MALE,BLACK,29.0,0.0,,20-29
28764.0,"80217,80218,",MALE,BLACK,33.0,0.0,4.1,30-39
28765.0,"80219,80220,",MALE,HISPANIC,33.0,1.0,"4.2, 5.1",30-39
28766.0,"80225,",MALE,BLACK,22.0,0.0,"4.2, 3.3",20-29
28767.0,"80227,80228,",MALE,BLACK,29.0,1.0,"4.2, 3.3, 5.3",20-29
36295.0,"80229,80230,80231,",MALE,WHITE,30.0,0.0,4.2,30-39
28768.0,"80233,80234,",MALE,BLACK,55.0,1.0,4.2,50-59
28769.0,"80235,",MALE,BLACK,52.0,0.0,5.3,50-59
28770.0,"80236,80237,",MALE,BLACK,34.0,1.0,"4.2, 3.3, 5.1",30-39
28771.0,"80238,",MALE,BLACK,32.0,0.0,"4.2, 3.3, 5.1",30-39
28772.0,"80243,",MALE,BLACK,42.0,0.0,2.0,40-49
28773.0,"80244,80245,80246,",MALE,BLACK,20.0,1.0,"3.1, 3.3, 2.0, 5.3, 4.2",20-29
28774.0,"80247,",MALE,WHITE,39.0,0.0,"4.2, 3.3",30-39
28775.0,"80248,80249,",MALE,HISPANIC,25.0,0.0,"4.2, 3.3, 5.1",20-29
28776.0,"80250,",MALE,BLACK,26.0,0.0,"2.0, 4.2",20-29
28777.0,"80251,80252,",MALE,BLACK,25.0,0.0,5.3,20-29
28778.0,"80254,",MALE,BLACK,44.0,0.0,"4.2, 4.1",40-49
28779.0,"80255,80256,",FEMALE,BLACK,19.0,0.0,3.3,<20
28780.0,"80257,80258,80259,80260,",MALE,BLACK,32.0,1.0,"4.2, 3.3",30-39
28781.0,"80261,",MALE,BLACK,35.0,0.0,4.2,30-39
28782.0,"80264,",MALE,WHITE,46.0,0.0,,40-49
28783.0,"80265,",FEMALE,BLACK,20.0,0.0,3.3,20-29
28784.0,"80266,",MALE,BLACK,27.0,0.0,,20-29
28785.0,"80267,",MALE,HISPANIC,20.0,1.0,4.2,20-29
